"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
1.79813698725025	1.85352762036645	1.18083764224792	1.19534121627382
2.27728812129788	2.34132762335564	4.10304245644622	4.32186376103354
1.39672740437867	1.3738047297748	1.13060345798455	1.1163744424056
1.57714274803757	1.56539520603742	1.62056178431988	1.60529565856606
1.52340399838811	1.51214993804862	1.64182293717319	1.62712002667972
1.5206202063817	1.51757074276154	1.59930615572188	1.59384269478832
1.40632310983661	1.4016684303914	1.59632465090169	1.58771408697273
1.35220011693279	1.34867294627838	1.44348354743444	1.43855919147188
1.3506646941893	1.34836385763938	1.44162837569873	1.43520325150429
1.36945774630709	1.36010246732942	1.48589185373069	1.47598927095487
